FIPS_Code,State,Area_name,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_T,Rural_urban_Continuum_Code,Urban_Influence_Code,Est_Total_Pop_Ct,CI90_LB_Total_Pop_Ct,CI90_UB_Total_Pop_Ct,Est_Total_Pop_Pct,Rural_urban_Continuum_Desc,Urban_Influence_Desc,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,PCT_MALE,PCT_FEMALE,PCT_WA_MALE,PCT_WA_FEMALE,PCT_BA_MALE,PCT_BA_FEMALE,PCT_IA_MALE,PCT_IA_FEMALE,PCT_AA_MALE,PCT_AA_FEMALE,PCT_NA_MALE,PCT_NA_FEMALE,PCT_TOM_MALE,PCT_TOM_FEMALE,PCT_BY_F_WA_FEMALE,PCT_BY_F_BA_FEMALE,PCT_BY_F_IA_FEMALE,PCT_BY_F_AA_FEMALE,PCT_BY_F_NA_FEMALE,PCT_BY_F_TOM_FEMALE,year,agecat,racecat,sexcat,iprcat,NIPR,nipr_moe,NUI,nui_moe,NIC,nic_moe,PCTUI,pctui_moe,PCTIC,pctic_moe,PCTELIG,pctelig_moe,PCTLIIC,pctliic_moe
36061,NY,New York County,918438,886994,31444,3.4,859618,777583,82035,9.5,93007,129.1082458,1,1,222672,207005,238339,14.1,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,1430113,671010,759103,448930,485639,112685,134075,7906,8507,82196,107037,1173,1347,18120,22498,0.469200686,0.530799314,0.313912257,0.339580858,0.078794473,0.093751333,0.005528234,0.005948481,0.057475179,0.074845135,0.000820215,0.000941884,0.012670327,0.015731624,0.639753762,0.176622935,0.011206648,0.14100458,0.001774463,0.029637612,2018,1,0,2,0,559262,0,33067,3969,526195,3969,5.9,0.7,94.1,0.7,5.9,0.7,94.1,0.7
36063,NY,Niagara County,98222,93554,4668,4.8,98105,87906,10199,10.4,56371,78.25175476,1,1,25407,21925,28889,12.4,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,175031,84769,90262,75704,80399,5770,6169,891,989,846,1101,44,44,1514,1560,0.484308494,0.515691506,0.432517668,0.459341488,0.032965589,0.035245185,0.005090527,0.005650428,0.00483343,0.006290314,0.000251384,0.000251384,0.008649896,0.008912707,0.890729211,0.068345483,0.010956992,0.012197824,0.00048747,0.017283021,2018,1,0,2,0,63999,0,2712,501,61287,501,4.2,0.8,95.8,0.8,4.2,0.8,95.8,0.8
36065,NY,Oneida County,101213,97070,4143,4.1,100648,92473,8175,8.1,56516,78.45304108,2,2,31586,27309,35863,14.6,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,188317,93210,95107,80858,84495,7349,5090,343,310,3210,3636,61,56,1389,1520,0.49496328,0.50503672,0.429371751,0.44868493,0.039024623,0.027028893,0.001821397,0.00164616,0.017045726,0.019307869,0.000323922,0.000297371,0.007375861,0.008071496,0.888420411,0.053518668,0.003259487,0.038230624,0.00058881,0.015981999,2018,1,0,2,0,65129,0,3220,574,61909,574,4.9,0.9,95.1,0.9,4.9,0.9,95.1,0.9
36067,NY,Onondaga County,219487,211207,8280,3.8,220483,202037,18446,8.4,61597,85.50626373,2,2,61412,55443,67381,13.8,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,380512,181222,199290,149949,163184,18962,22322,1603,1773,6643,7537,94,94,3971,4380,0.476258305,0.523741695,0.394071672,0.428853755,0.049832857,0.058663065,0.004212745,0.004659511,0.017458057,0.019807522,0.000247036,0.000247036,0.010435939,0.011510806,0.818826835,0.112007627,0.008896583,0.037819258,0.000471674,0.021978022,2018,1,0,2,0,140416,0,5757,874,134659,874,4.1,0.6,95.9,0.6,4.1,0.6,95.9,0.6
36069,NY,Ontario County,55334,53276,2058,3.7,54401,50447,3954,7.3,66754,92.66498566,1,1,8645,7101,10189,8.1,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,92071,44672,47399,41994,44753,1241,1115,177,165,553,709,24,22,683,635,0.485190777,0.514809223,0.456104528,0.486070533,0.013478728,0.012110219,0.001922429,0.001792095,0.006006234,0.007700579,0.000260668,0.000238946,0.007418188,0.006896851,0.944176037,0.023523703,0.003481086,0.014958121,0.000464145,0.013396907,2018,1,0,2,0,32186,0,1268,246,30918,246,3.9,0.8,96.1,0.8,3.9,0.8,96.1,0.8
36071,NY,Orange County,186523,179768,6755,3.6,183265,167957,15308,8.4,83188,115.4779434,1,1,46013,40349,51677,12.3,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,304284,151653,152631,121681,122714,20360,19971,1340,1262,4484,4883,173,168,3615,3633,0.498392949,0.501607051,0.399892863,0.403287718,0.066911175,0.065632764,0.004403781,0.004147441,0.014736233,0.016047508,0.000568548,0.000552116,0.011880349,0.011939504,0.803991325,0.130844979,0.008268307,0.03199219,0.001100694,0.023802504,2018,1,0,2,0,112240,0,6123,984,106117,984,5.5,0.9,94.5,0.9,5.5,0.9,94.5,0.9
36073,NY,Orleans County,17459,16668,791,4.5,17146,15713,1433,8.4,53115,73.73191833,1,1,5020,3997,6043,13.2,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,34070,16906,17164,15132,15642,1261,1042,142,126,97,103,13,9,261,242,0.496213678,0.503786322,0.444144409,0.45911359,0.037012034,0.030584092,0.00416789,0.003698268,0.00284708,0.003023188,0.000381567,0.000264162,0.007660699,0.007103023,0.911326031,0.06070846,0.007340946,0.006000932,0.000524353,0.014099278,2018,1,0,2,0,11598,0,599,126,10999,126,5.2,1.1,94.8,1.1,5.2,1.1,94.8,1.1
36075,NY,Oswego County,52479,49738,2741,5.2,52209,47549,4660,8.9,57640,80.01332855,2,2,17530,15013,20047,15.6,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,97020,48334,48686,46572,46969,663,472,230,251,266,423,17,19,586,552,0.498185941,0.501814059,0.480024737,0.484116677,0.006833643,0.004864976,0.002370645,0.002587095,0.002741703,0.004359926,0.000175222,0.000195836,0.006039992,0.005689549,0.964733188,0.009694779,0.005155486,0.008688329,0.000390256,0.011337962,2018,1,0,2,0,34531,0,1670,319,32861,319,4.8,0.9,95.2,0.9,4.8,0.9,95.2,0.9
36077,NY,Otsego County,27820,26687,1133,4.1,26607,24686,1921,7.2,52414,72.75881958,7,8,8809,7270,10348,16.2,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,51858,24857,27001,23413,25541,666,596,79,61,311,447,10,19,378,337,0.479328165,0.520671835,0.451482896,0.49251803,0.012842763,0.011492923,0.001523391,0.001176289,0.005997146,0.008619692,0.000192834,0.000366385,0.007289136,0.006498515,0.945927929,0.022073257,0.002259176,0.016554942,0.000703678,0.012481019,2018,1,0,2,0,16772,0,851,184,15921,184,5.1,1.1,94.9,1.1,5.1,1.1,94.9,1.1
36079,NY,Putnam County,50954,49149,1805,3.5,50079,46294,3785,7.6,105600,146.5892944,1,1,5016,3843,6189,5.2,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,83130,41305,41825,37939,38427,1674,1537,174,182,810,1071,38,19,670,589,0.496872369,0.503127631,0.456381571,0.462251895,0.020137135,0.018489113,0.002093107,0.002189342,0.009743775,0.012883436,0.000457115,0.000228558,0.008059666,0.007085288,0.918756724,0.036748356,0.004351464,0.025606695,0.000454274,0.014082487,2018,1,0,2,0,30353,0,1195,221,29158,221,3.9,0.7,96.1,0.7,3.9,0.7,96.1,0.7
36081,NY,Queens County,1135501,1096976,38525,3.4,1098937,961214,137723,12.5,72975,101.300705,1,1,245941,223169,268713,11,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,1873234,898806,974428,443153,453148,174482,213498,12549,11357,243975,269713,2029,2272,22618,24440,0.479815122,0.520184878,0.236571085,0.241906777,0.093144797,0.113972947,0.00669911,0.006062777,0.130242671,0.143982546,0.001083154,0.001212876,0.012074306,0.013046955,0.465040003,0.219100847,0.011655043,0.276791102,0.002331624,0.025081381,2018,1,0,2,0,739605,0,71444,5287,668161,5287,9.7,0.7,90.3,0.7,9.7,0.7,90.3,0.7
36083,NY,Rensselaer County,80862,77940,2922,3.6,80795,75155,5640,7,70688,98.12599182,2,2,17506,15035,19977,11.5,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,133409,65335,68074,57305,59808,4572,5054,235,208,1980,1754,38,29,1205,1221,0.489734576,0.510265424,0.429543734,0.448305587,0.034270551,0.037883501,0.0017615,0.001559115,0.014841577,0.013147539,0.000284838,0.000217377,0.009032374,0.009152306,0.878573317,0.074242736,0.003055498,0.025766078,0.000426007,0.017936363,2018,1,0,2,0,49292,0,1985,390,47307,390,4,0.8,96,0.8,4,0.8,96,0.8
36085,NY,Richmond County,223957,215509,8448,3.8,211064,188608,22456,10.6,86624,120.2476501,1,1,42807,35452,50162,9.1,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,391031,187592,203439,142526,152672,19670,23437,1233,1209,20872,22570,217,189,3074,3362,0.479736901,0.520263099,0.364487726,0.390434518,0.050302917,0.059936424,0.003153203,0.003091826,0.053376842,0.057719209,0.000554943,0.000483338,0.007861269,0.008597784,0.750455911,0.115204066,0.005942813,0.110942346,0.000929025,0.016525838,2018,1,0,2,0,150187,0,7964,1277,142223,1277,5.3,0.9,94.7,0.9,5.3,0.9,94.7,0.9
36087,NY,Rockland County,155400,150107,5293,3.4,152903,140547,12356,8.1,99831,138.5810242,1,1,40031,35334,44728,12.5,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,248605,120693,127912,93418,97506,16298,18228,783,627,7954,9214,160,154,2080,2183,0.485480984,0.514519016,0.37576879,0.392212546,0.065557813,0.073321132,0.003149575,0.002522073,0.031994529,0.03706281,0.000643591,0.000619457,0.008366686,0.008780998,0.762289699,0.142504222,0.004901807,0.072033898,0.001203953,0.017066421,2018,1,0,2,0,91006,0,4901,785,86105,785,5.4,0.9,94.6,0.9,5.4,0.9,94.6,0.9
36089,NY,St. Lawrence Count,42939,40645,2294,5.3,42854,39353,3501,8.2,51742,71.82598114,4,5,18348,16107,20589,18.9,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,89984,45829,44155,42190,42178,2085,466,474,452,479,540,49,17,552,502,0.509301654,0.490698346,0.468861131,0.468727774,0.023170786,0.005178698,0.005267603,0.005023115,0.005323169,0.006001067,0.000544541,0.000188922,0.006134424,0.00557877,0.955225909,0.010553731,0.010236666,0.012229646,0.000385007,0.011369041,2018,1,0,2,0,28785,0,1564,304,27221,304,5.4,1.1,94.6,1.1,5.4,1.1,94.6,1.1
36091,NY,Saratoga County,118996,115147,3849,3.2,119009,111029,7980,6.7,89071,123.6444626,2,2,13482,10862,16102,6,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,192923,94667,98256,88424,92192,1994,1713,243,227,2503,2772,38,34,1465,1318,0.490698362,0.509301638,0.458338301,0.477869409,0.01033573,0.00887919,0.00125957,0.001176635,0.012974088,0.014368427,0.00019697,0.000176236,0.007593703,0.006831741,0.938283667,0.01743405,0.002310291,0.028212018,0.000346035,0.013413939,2018,1,0,2,0,70051,0,2575,469,67476,469,3.7,0.7,96.3,0.7,3.7,0.7,96.3,0.7
36093,NY,Schenectady County,76131,73332,2799,3.7,76925,70723,6202,8.1,64960,90.17462921,2,2,18363,15546,21180,12.1,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,127549,61422,66127,48883,52837,7179,7593,465,485,3011,3250,132,142,1752,1820,0.481556108,0.518443892,0.383248791,0.414248642,0.056284252,0.059530063,0.003645658,0.00380246,0.023606614,0.025480404,0.001034896,0.001113298,0.013735898,0.014269026,0.799023092,0.114824504,0.007334372,0.049147852,0.002147383,0.027522797,2018,1,0,2,0,47477,0,2155,419,45322,419,4.5,0.9,95.5,0.9,4.5,0.9,95.5,0.9
36095,NY,Schoharie County,14611,13959,652,4.5,14440,13412,1028,7.1,58927,81.79988098,2,2,3600,2827,4373,12.1,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,26646,13248,13398,12680,12881,224,193,46,39,101,106,5,4,192,175,0.497185319,0.502814681,0.475868798,0.483412144,0.008406515,0.007243113,0.001726338,0.001463634,0.003790438,0.003978083,0.000187645,0.000150116,0.007205584,0.00656759,0.961412151,0.014405135,0.002910882,0.007911629,0.000298552,0.013061651,2018,1,0,2,0,8807,0,435,91,8372,91,4.9,1,95.1,1,4.9,1,95.1,1
36097,NY,Schuyler County,8041,7683,358,4.5,8008,7319,689,8.6,52215,72.48258209,6,7,2763,2329,3197,15.7,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,50",15077,7471,7606,7244,7355,80,72,28,24,33,66,4,1,82,88,0.495522982,0.504477018,0.480466936,0.487829144,0.005306095,0.004775486,0.001857133,0.001591829,0.002188764,0.004377529,0.000265305,6.63262E-05,0.005438748,0.005836705,0.966999737,0.009466211,0.003155404,0.00867736,0.000131475,0.011569813,2018,1,0,2,0,5319,0,272,61,5047,61,5.1,1.1,94.9,1.1,5.1,1.1,94.9,1.1
36099,NY,Seneca County,15901,15316,585,3.7,15214,13970,1244,8.2,51064,70.8848114,6,3,4302,3573,5031,13.7,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,28461,14948,13513,13060,12962,1495,209,96,45,102,123,2,0,193,174,0.525209936,0.474790064,0.458873546,0.455430238,0.052528021,0.007343382,0.003373037,0.001581111,0.003583852,0.004321703,7.02716E-05,0,0.006781209,0.006113629,0.959224451,0.015466588,0.003330127,0.009102346,0,0.012876489,2018,1,0,2,0,9388,0,474,105,8914,105,5,1.1,95,1.1,5,1.1,95,1.1
36101,NY,Steuben County,42364,40505,1859,4.4,42022,38592,3430,8.2,53167,73.80410004,4,3,14089,12308,15870,15,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,78727,38996,39731,36929,38039,837,465,120,118,644,634,14,15,452,460,0.49533197,0.50466803,0.469076683,0.483176039,0.010631677,0.005906487,0.001524255,0.00149885,0.008180167,0.008053146,0.00017783,0.000190532,0.005741359,0.005842976,0.957413607,0.011703707,0.002969973,0.015957313,0.000377539,0.011577861,2018,1,0,2,0,27819,0,1293,247,26526,247,4.6,0.9,95.4,0.9,4.6,0.9,95.4,0.9
36103,NY,Suffolk County,776768,749233,27535,3.5,764564,699613,64951,8.5,105241,146.0909576,1,1,97920,84924,110916,6.8,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,1226093,599271,626822,510459,531784,50054,54701,3900,3585,25289,26918,583,487,8986,9347,0.488764719,0.511235281,0.416329756,0.433722401,0.040823983,0.044614071,0.003180835,0.002923922,0.020625678,0.021954289,0.000475494,0.000397197,0.007328971,0.007623402,0.848381199,0.087267199,0.005719327,0.042943611,0.000776935,0.014911729,2018,1,0,2,0,454957,0,22476,2616,432481,2616,4.9,0.6,95.1,0.6,4.9,0.6,95.1,0.6
36105,NY,Sullivan County,36480,35097,1383,3.8,35758,32601,3157,8.8,58851,81.69438171,4,4,11745,9726,13764,16.1,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Noncore adjacent to a large metro area,62316,31952,30364,26806,26261,3574,2570,266,205,600,670,27,20,679,638,0.512741511,0.487258489,0.430162398,0.421416651,0.057352847,0.041241415,0.004268567,0.003289685,0.009628346,0.010751653,0.000433276,0.000320945,0.010896078,0.010238141,0.864872876,0.084639705,0.006751416,0.022065604,0.000658675,0.021011724,2018,1,0,2,0,21343,0,1298,256,20045,256,6.1,1.2,93.9,1.2,6.1,1.2,93.9,1.2
36107,NY,Tioga County,22591,21692,899,4,22142,20410,1732,7.8,60699,84.25969696,2,2,4485,3586,5384,9.4,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,40159,19798,20361,19105,19751,243,169,56,45,146,186,14,5,234,205,0.492990363,0.507009637,0.475733958,0.491820015,0.006050947,0.004208272,0.001394457,0.001120546,0.003635549,0.004631589,0.000348614,0.000124505,0.005826838,0.005104709,0.970040764,0.008300182,0.002210108,0.009135111,0.000245568,0.010068268,2018,1,0,2,0,14213,0,662,144,13551,144,4.7,1,95.3,1,4.7,1,95.3,1
36109,NY,Tompkins County,49122,47408,1714,3.5,47929,44967,2962,6.2,59176,82.1455307,3,2,15079,12864,17294,16.9,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,89998,44008,45990,35600,37788,1943,1958,203,201,5037,4710,32,30,1193,1303,0.488988644,0.511011356,0.395564346,0.419875997,0.021589369,0.021756039,0.002255606,0.002233383,0.05596791,0.052334496,0.000355563,0.000333341,0.01325585,0.0144781,0.821656882,0.042574473,0.004370515,0.102413568,0.000652316,0.028332246,2018,1,0,2,0,30797,0,1415,328,29382,328,4.6,1.1,95.4,1.1,4.6,1.1,95.4,1.1
36111,NY,Ulster County,87506,84352,3154,3.6,86186,79285,6901,8,64090,88.9669342,3,2,20451,17356,23546,12,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,152446,75259,77187,65576,69040,6355,4339,359,330,1435,1772,35,36,1499,1670,0.493676449,0.506323551,0.430158876,0.452881676,0.041686892,0.028462538,0.002354932,0.002164701,0.009413169,0.011623788,0.000229589,0.000236149,0.00983299,0.010954699,0.894451138,0.056214129,0.004275331,0.022957234,0.0004664,0.021635768,2018,1,0,2,0,53090,0,2993,546,50097,546,5.6,1,94.4,1,5.6,1,94.4,1
36113,NY,Warren County,31081,29714,1367,4.4,30901,28308,2593,8.4,63240,87.78700256,3,2,6399,5156,7642,10.1,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,54549,26583,27966,25464,26958,454,290,89,72,207,297,7,8,362,341,0.487323324,0.512676676,0.466809657,0.494197877,0.008322792,0.005316321,0.001631561,0.001319914,0.003794753,0.005444646,0.000128325,0.000146657,0.006636235,0.00625126,0.963956233,0.010369735,0.002574555,0.010620039,0.000286062,0.012193378,2018,1,0,2,0,19353,0,917,193,18436,193,4.7,1,95.3,1,4.7,1,95.3,1
36115,NY,Washington County,27787,26703,1084,3.9,27302,25348,1954,7.2,56897,78.98192596,3,2,6917,5492,8342,11.9,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,51911,26868,25043,24478,24351,1876,174,106,73,129,174,10,12,269,259,0.517578163,0.482421837,0.471537824,0.469091329,0.036138776,0.003351891,0.002041956,0.001406253,0.002485022,0.003351891,0.000192637,0.000231165,0.005181946,0.004989309,0.972367528,0.006948049,0.002914986,0.006948049,0.000479176,0.010342211,2018,1,0,2,0,17644,0,886,190,16758,190,5,1.1,95,1.1,5,1.1,95,1.1
36117,NY,Wayne County,43773,42087,1686,3.9,42921,39749,3172,7.4,61989,86.05041504,1,1,10093,8474,11712,11.4,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,74144,36616,37528,34337,35600,1285,926,154,144,217,300,23,18,600,540,0.493849806,0.506150194,0.463112322,0.480146741,0.017331139,0.01248921,0.002077039,0.001942167,0.002926737,0.00404618,0.000310207,0.000242771,0.008092361,0.007283125,0.948625027,0.024674909,0.003837135,0.007994031,0.000479642,0.014389256,2018,1,0,2,0,26891,0,1234,251,25657,251,4.6,0.9,95.4,0.9,4.6,0.9,95.4,0.9
36119,NY,Westchester County,484675,467237,17438,3.6,477959,437772,40187,8.4,101741,141.2324066,1,1,79545,69218,89872,8.4,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,796236,380650,415586,284771,302551,60444,72277,4205,3439,23274,28490,520,500,7436,8329,0.478061781,0.521938219,0.357646477,0.37997654,0.075912167,0.090773339,0.005281098,0.004319071,0.029230027,0.035780849,0.000653073,0.000627955,0.00933894,0.010460466,0.728010568,0.173915868,0.008275062,0.068553801,0.00120312,0.02004158,2018,1,0,2,0,295157,0,16771,2150,278386,2150,5.7,0.7,94.3,0.7,5.7,0.7,94.3,0.7
36121,NY,Wyoming County,18044,17284,760,4.2,17793,16457,1336,7.5,58214,80.81012726,6,4,3598,2837,4359,9.9,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,33834,18549,15285,16072,14929,2118,65,105,53,84,93,4,9,166,136,0.548235503,0.451764497,0.475025123,0.441242537,0.062599752,0.001921144,0.003103387,0.001566472,0.00248271,0.002748714,0.000118224,0.000266005,0.004906307,0.004019625,0.976709192,0.004252535,0.003467452,0.006084396,0.000588813,0.008897612,2018,1,0,2,0,10925,0,446,93,10479,93,4.1,0.9,95.9,0.9,4.1,0.9,95.9,0.9
36123,NY,Yates County,11892,11467,425,3.6,11546,10794,752,6.5,60612,84.13892365,1,1,3271,2563,3979,13.9,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,20374,9827,10547,9536,10223,118,75,30,31,48,129,2,3,93,86,0.482330421,0.517669579,0.468047512,0.501766958,0.005791695,0.003681162,0.001472465,0.001521547,0.002355944,0.006331599,9.81643E-05,0.000147246,0.004564641,0.004221066,0.969280364,0.007111027,0.002939224,0.012230966,0.000284441,0.008153977,2018,1,0,2,0,6769,0,506,109,6263,109,7.5,1.6,92.5,1.6,7.5,1.6,92.5,1.6
