"","FIPS","CENSUS_F_WA","CENSUS_F_BA","CENSUS_F_IA","CENSUS_F_AA","CENSUS_F_NA","CENSUS_F_TOM","CENSUS_M_WA","CENSUS_M_BA","CENSUS_M_IA","CENSUS_M_AA","CENSUS_M_NA","CENSUS_M_TOM","Female_AA","Female_BA","Female_IA","Female_NA","Female_TOM","Female_WA","Male_AA","Male_BA","Male_IA","Male_NA","Male_TOM","Male_WA","DIFF_F_WA","DIFF_F_BA","DIFF_F_IA","DIFF_F_AA","DIFF_F_NA","DIFF_F_TOM","DIFF_M_WA","DIFF_M_BA","DIFF_M_IA","DIFF_M_AA","DIFF_M_NA","DIFF_M_TOM"
"47",36093,0.414248641698485,0.0595300629561972,0.00380246023097006,0.0254804036095932,0.00111329763463453,0.0142690260213722,0.383248790660844,0.0562842515425444,0.00364565774721872,0.0236066139287646,0.00103489639275886,0.0137358975766176,0.0126422250316056,0.0490939738727349,0,0,0.0615254951538137,0.407922461019806,0.00884955752212389,0.04551201011378,0,0,0.0480404551201011,0.366413822166035,-0.00632618067867835,-0.0104360890834623,-0.00380246023097006,-0.0128381785779876,-0.00111329763463453,0.0472564691324416,-0.0168349684948095,-0.0107722414287644,-0.00364565774721872,-0.0147570564066407,-0.00103489639275886,0.0343045575434835
"48",36095,0.483412144411919,0.00724311341289499,0.00146363431659536,0.00397808301433611,0.000150116340163627,0.00656758988215867,0.475868798318697,0.0084065150491631,0.00172633791188171,0.00379043758913158,0.000187645425204534,0.00720558432785409,0,0,0,0,0.154639175257732,0.376288659793814,0,0,0,0,0.131443298969072,0.337628865979381,-0.107123484618105,-0.00724311341289499,-0.00146363431659536,-0.00397808301433611,-0.000150116340163627,0.148071585375573,-0.138239932339316,-0.0084065150491631,-0.00172633791188171,-0.00379043758913158,-0.000187645425204534,0.124237714641218
"49",36097,0.487829143728859,0.00477548583935796,0.00159182861311932,0.00437752868607813,0.000066326192213305,0.00583670491477084,0.480466936393182,0.0053060953770644,0.00185713338197254,0.00218876434303907,0.00026530476885322,0.00543874776149101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",36099,0.455430237869365,0.00734338217209515,0.00158111099399178,0.00432170338357753,0,0.00611362917676821,0.458873546256281,0.0525280208003935,0.00337303678718246,0.00358385158638136,0.0000702715997329679,0.0067812093742314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",36101,0.483176038716069,0.00590648697397335,0.00149885045791152,0.00805314568064324,0.000190531837870108,0.00584297636134998,0.469076682713681,0.010631676553152,0.00152425470296086,0.00818016690588998,0.000177829715345434,0.00574135938115259,0,0,0,0,0,0.49244060475162,0,0,0,0,0,0.50755939524838,0.00926456603555043,-0.00590648697397335,-0.00149885045791152,-0.00805314568064324,-0.000190531837870108,-0.00584297636134998,0.0384827125346986,-0.010631676553152,-0.00152425470296086,-0.00818016690588998,-0.000177829715345434,-0.00574135938115259
"52",36103,0.43372240115554,0.044614070873906,0.00292392175797431,0.0219542889487176,0.000397196623747138,0.00762340213996818,0.416329756388789,0.0408239831725652,0.00318083538524402,0.0206256784762657,0.000475494110153145,0.00732897096712892,0.0102987676940808,0.0494547711220781,0.0273500989981973,0,0.0912999793138095,0.343375986288011,0.0106533881024853,0.0417122255385797,0.00200951564762552,0,0.0832766925736576,0.340568574721475,-0.0903464148675295,0.0048407002481721,0.024426177240223,-0.0116555212546368,-0.000397196623747138,0.0836765771738413,-0.0757611816673142,0.000888242366014529,-0.0011713197376185,-0.00997229037378037,-0.000475494110153145,0.0759477216065287
"53",36105,0.421416650619424,0.0412414147249503,0.00328968483214584,0.0107516528660376,0.000320944861672765,0.0102381410873612,0.430162398100006,0.057352846780923,0.00426856666024777,0.00962834585018294,0.000433275563258232,0.0108960780537904,0,0.00998463901689708,0,0,0.0660522273425499,0.407834101382488,0,0,0,0,0.0798771121351766,0.436251920122888,-0.0135825492369351,-0.0312567757080532,-0.00328968483214584,-0.0107516528660376,-0.000320944861672765,0.0558140862551887,0.00608952202288149,-0.057352846780923,-0.00426856666024777,-0.00962834585018294,-0.000433275563258232,0.0689810340813863
"54",36107,0.491820015438631,0.00420827211832964,0.00112054583032446,0.00463158943200777,0.000124505092258273,0.00510470878258921,0.475733957518863,0.00605094748375209,0.00139445703329266,0.00363554869394158,0.000348614258323165,0.00582683831768719,0,0,0,0,0,0.537156231714453,0,0,0,0,0,0.462843768285547,0.0453362162758215,-0.00420827211832964,-0.00112054583032446,-0.00463158943200777,-0.000124505092258273,-0.00510470878258921,-0.0128901892333154,-0.00605094748375209,-0.00139445703329266,-0.00363554869394158,-0.000348614258323165,-0.00582683831768719
"55",36109,0.419875997244383,0.0217560390230894,0.00223338296406587,0.0523344963221405,0.000333340740905353,0.0144780995133225,0.395564345874353,0.0215893686526367,0.00225560568012623,0.0559679103980088,0.00035556345696571,0.0132558501300029,0.0105923891722244,0.00431541781090624,0,0,0,0.465672812867791,0.0133385641428011,0,0,0,0,0.506080816006277,0.0457968156234081,-0.0174406212121832,-0.00223338296406587,-0.0417421071499161,-0.000333340740905353,-0.0144780995133225,0.110516470131924,-0.0215893686526367,-0.00225560568012623,-0.0426293462552077,-0.00035556345696571,-0.0132558501300029
"56",36111,0.4528816761345,0.0284625375542815,0.00216470094328484,0.0116237880954568,0.000236149193812891,0.0109546987129869,0.430158875929837,0.0416868924078034,0.00235493223830078,0.00941316925337497,0.000229589493984755,0.00983299004237566,0,0.0209377764671188,0,0,0.0112061338838101,0.491005603066942,0,0.0215275729873194,0,0,0.014450014744913,0.440872898849897,0.0381239269324418,-0.00752476108716267,-0.00216470094328484,-0.0116237880954568,-0.000236149193812891,0.000251435170823192,0.0107140229200594,-0.020159319420484,-0.00235493223830078,-0.00941316925337497,-0.000229589493984755,0.00461702470253735
"57",36113,0.494197877137986,0.00531632110579479,0.00131991420557664,0.00544464609800363,0.00014665713395296,0.00625126033474491,0.466809657372271,0.00832279235183046,0.00163156061522668,0.00379475334103283,0.00012832499220884,0.00663623531137143,0,0,0,0,0,0.534330387491502,0,0,0,0,0,0.465669612508498,0.0401325103535164,-0.00531632110579479,-0.00131991420557664,-0.00544464609800363,-0.00014665713395296,-0.00625126033474491,-0.00114004486377317,-0.00832279235183046,-0.00163156061522668,-0.00379475334103283,-0.00012832499220884,-0.00663623531137143
"58",36115,0.469091329390688,0.0033518907360675,0.00140625300995935,0.0033518907360675,0.000231164878349483,0.00498930862437634,0.47153782435322,0.0361387759819691,0.00204195642542043,0.00248502244225694,0.000192637398624569,0.00518194602300091,0,0,0,0,0,0.486173059768064,0,0.056199821587868,0,0,0,0.457627118644068,0.0170817303773763,-0.0033518907360675,-0.00140625300995935,-0.0033518907360675,-0.000231164878349483,-0.00498930862437634,-0.0139107057091521,0.0200610456058988,-0.00204195642542043,-0.00248502244225694,-0.000192637398624569,-0.00518194602300091
"59",36117,0.480146741476047,0.0124892101855848,0.00194216659473457,0.00404618040569702,0.000242770824341821,0.00728312473025464,0.463112321968062,0.0173311394044022,0.00207703927492447,0.00292673716012085,0.000310207164436772,0.00809236081139404,0,0,0,0,0.00367278797996661,0.534557595993322,0,0.00467445742904841,0,0,0.00400667779632721,0.453088480801336,0.0544108545172756,-0.0124892101855848,-0.00194216659473457,-0.00404618040569702,-0.000242770824341821,-0.00361033675028803,-0.0100238411667266,-0.0126566819753538,-0.00207703927492447,-0.00292673716012085,-0.000310207164436772,-0.00408568301506683
"60",36119,0.379976539618907,0.090773338557915,0.0043190712301378,0.0357808488940465,0.000627954526045042,0.0104604664948583,0.357646476672745,0.075912166744533,0.0052810975640388,0.0292300272783446,0.000653072707086844,0.00933893971134186,0.0119744149147164,0.0786642205474018,0.0152469258230861,0,0.149122372074574,0.253793137643792,0.0101398254660849,0.0660452201507338,0.0179988099960333,0,0.140197342324474,0.256817731059104,-0.126183401975115,-0.0121091180105132,0.0109278545929483,-0.0238064339793301,-0.000627954526045042,0.138661905579715,-0.100828745613642,-0.00986694659379919,0.0127177124319945,-0.0190902018122597,-0.000653072707086844,0.130858402613133
"61",36121,0.441242537092865,0.00192114441094757,0.00156647159661879,0.00274871431104806,0.000266004610746586,0.00401962522905953,0.475025122657682,0.06259975172903,0.00310338712537684,0.00248270970030147,0.000118224271442927,0.00490630726488148,0,0,0,0,0,0.498392282958199,0,0.0117899249732047,0,0,0,0.489817792068596,0.0571497458653342,-0.00192114441094757,-0.00156647159661879,-0.00274871431104806,-0.000266004610746586,-0.00401962522905953,0.0147926694109143,-0.0508098267558253,-0.00310338712537684,-0.00248270970030147,-0.000118224271442927,-0.00490630726488148
"62",36123,0.501766957887504,0.00368116226563267,0.00152154706979484,0.00633159909688819,0.000147246490625307,0.00422106606459213,0.468047511534308,0.00579169529792873,0.00147246490625307,0.00235594385000491,0.0000981643270835378,0.00456464120938451,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0.164899708779163,-0.00368116226563267,-0.00152154706979484,-0.00633159909688819,-0.000147246490625307,-0.00422106606459213,-0.134714178200975,-0.00579169529792873,-0.00147246490625307,-0.00235594385000491,-0.0000981643270835378,-0.00456464120938451
